module,rel_path,function,field,line,mechanism,writer_class,schema_source,notes
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classifier_accepts_gate_selected_strict_social_runtime_lineage_split_owners,fallback_content_owner,1529,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classifier_accepts_sealed_family_runtime_lineage_split_owners,fallback_content_owner,1819,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classifier_accepts_sealed_family_runtime_lineage_split_owners,sealed_fallback_owner_bucket,1820,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_dashboard_runtime_lineage_summary_counts_sanitizer_upstream_fast_owner_trifecta,fallback_selection_owner,1865,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_dashboard_runtime_lineage_summary_counts_sanitizer_upstream_fast_owner_trifecta,fallback_content_owner,1866,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_dashboard_runtime_lineage_summary_counts_sanitizer_upstream_fast_owner_trifecta,fallback_owner_bucket,1881,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_dashboard_runtime_lineage_summary_counts_sealed_family_split_owner_trifecta,fallback_owner_bucket,1932,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_dashboard_runtime_lineage_summary_counts_sealed_family_split_owner_trifecta,fallback_selection_owner,1933,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_dashboard_runtime_lineage_summary_counts_sealed_family_split_owner_trifecta,fallback_content_owner,1934,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_dashboard_runtime_lineage_summary_counts_opening_family_split_owner_trifecta,fallback_owner_bucket,2003,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_dashboard_runtime_lineage_summary_counts_opening_family_split_owner_trifecta,fallback_authorship_source,2004,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_dashboard_runtime_lineage_summary_counts_opening_family_split_owner_trifecta,fallback_selection_owner,2005,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_dashboard_runtime_lineage_summary_counts_opening_family_split_owner_trifecta,fallback_content_owner,2006,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classifier_accepts_referential_local_substitution_producer_bucket_without_short_owner_names,fallback_selection_owner,2133,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classification_contract_rejects_short_names_on_visibility_family_split_owner_fields,fallback_selection_owner,2157,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classification_contract_rejects_short_names_on_visibility_family_split_owner_fields,fallback_content_owner,2158,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classification_contract_rejects_short_names_on_sanitizer_upstream_split_owner_fields,fallback_content_owner,2172,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classification_contract_rejects_short_names_on_sanitizer_upstream_split_owner_fields,fallback_selection_owner,2186,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classification_contract_rejects_short_names_on_sealed_family_split_owner_fields,fallback_content_owner,2225,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classification_contract_rejects_short_names_on_sealed_family_split_owner_fields,fallback_selection_owner,2238,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classification_contract_rejects_short_names_on_opening_family_split_owner_fields,fallback_content_owner,2253,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classification_contract_rejects_short_names_on_opening_family_split_owner_fields,opening_fallback_owner_bucket,2254,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classification_contract_rejects_short_names_on_opening_family_split_owner_fields,fallback_selection_owner,2267,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classification_contract_rejects_unknown_runtime_lineage_split_owner,fallback_selection_owner,2287,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classification_contract_rejects_unknown_runtime_lineage_split_owner,fallback_content_owner,2288,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_cross_family_split_owner_acceptance_matrix_stays_aligned,fallback_selection_owner,2349,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_cross_family_split_owner_acceptance_matrix_stays_aligned,fallback_content_owner,2354,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_dashboard_report,tests/test_failure_dashboard_report.py,_synthetic_rerun_scorecard,fallback_family,276,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_dashboard_report,tests/test_failure_dashboard_report.py,_synthetic_rerun_scorecard,fallback_owner,277,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_fallback_incidence_report,tests/test_fallback_incidence_report.py,_turn,fallback_family,60,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_fallback_incidence_report,tests/test_fallback_incidence_report.py,test_owner_dimensions_and_cross_tabs_remain_separate,fallback_owner_bucket,271,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_fallback_incidence_report,tests/test_fallback_incidence_report.py,test_owner_dimensions_and_cross_tabs_remain_separate,fallback_selection_owner,272,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_fallback_incidence_report,tests/test_fallback_incidence_report.py,test_owner_dimensions_and_cross_tabs_remain_separate,fallback_content_owner,273,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_fallback_incidence_report,tests/test_fallback_incidence_report.py,test_owner_dimensions_and_cross_tabs_remain_separate,fallback_authorship_source,274,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_narration_constraint_debug_builder_and_merge_are_null_safe,speaker_contract_enforcement,387,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_narration_constraint_debug_excludes_sensitive_and_verbose_inputs,speaker_contract_enforcement,504,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_narration_constraint_debug_prefers_grounded_speaker_reason_code_over_fallbacks,speaker_contract_enforcement,566,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_narration_constraint_debug_missing_speaker_inputs_do_not_emit_noisy_values,speaker_contract_enforcement,585,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_build_fem_runtime_lineage_events_projects_opening_and_fail_closed_fallbacks,fallback_selection_owner,1429,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_build_fem_runtime_lineage_events_projects_opening_and_fail_closed_fallbacks,fallback_content_owner,1430,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_build_fem_runtime_lineage_events_projects_opening_and_fail_closed_fallbacks,fallback_authorship_source,1431,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_build_fem_runtime_lineage_events_projects_opening_and_fail_closed_fallbacks,fallback_owner_bucket,1432,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_build_fem_runtime_lineage_events_projects_strict_social_and_sanitizer_fallbacks,fallback_selection_owner,1470,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_build_fem_runtime_lineage_events_projects_strict_social_and_sanitizer_fallbacks,fallback_content_owner,1471,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_build_fem_runtime_lineage_events_projects_strict_social_and_sanitizer_fallbacks,fallback_authorship_source,1472,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_build_fem_runtime_lineage_events_projects_strict_social_and_sanitizer_fallbacks,fallback_owner_bucket,1473,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_build_fem_runtime_lineage_events_projects_upstream_fast_fallback_split_owners,fallback_selection_owner,1554,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_build_fem_runtime_lineage_events_projects_upstream_fast_fallback_split_owners,fallback_content_owner,1555,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_build_fem_runtime_lineage_events_sealed_branches_remain_distinct_read_side,fallback_selection_owner,1737,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_build_fem_runtime_lineage_events_sealed_branches_remain_distinct_read_side,fallback_content_owner,1738,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_build_fem_runtime_lineage_events_sealed_opening_subkind_maps_opening_content_owner,fallback_selection_owner,1761,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_build_fem_runtime_lineage_events_sealed_opening_subkind_maps_opening_content_owner,fallback_content_owner,1762,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_build_fem_runtime_lineage_events_sealed_unknown_replacement_is_conservative,fallback_selection_owner,1781,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_build_fem_runtime_lineage_events_sealed_unknown_replacement_is_conservative,fallback_content_owner,1782,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_build_fem_runtime_lineage_events_projects_neutral_speaker_grounding_bridge,fallback_selection_owner,1801,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_build_fem_runtime_lineage_events_projects_neutral_speaker_grounding_bridge,fallback_content_owner,1802,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test_normalize_fem_preserves_dual_fallback_family_fields_without_collapse,fallback_temporal_frame,1925,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_narration_constraint_debug,tests/test_final_emission_narration_constraint_debug.py,_resolve_visibility_contract,speaker_contract_enforcement,85,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_narration_constraint_debug,tests/test_final_emission_narration_constraint_debug.py,test_merge_narration_constraint_debug_into_outputs_matches_inline_sequence,speaker_contract_enforcement,112,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_opening_fallback,tests/test_final_emission_opening_fallback.py,_should_not_run_local_deterministic_opening,fallback_family_used,512,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_opening_fallback,tests/test_final_emission_opening_fallback.py,test_canonical_final_gate_opening_fallback_fem_is_upstream_prepared_not_compatibility_local,fallback_family_used,1220,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_visibility,tests/test_final_emission_visibility.py,test_pipeline_replaces_offscene_known_npc_reference,visibility_fallback_owner_bucket,159,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_visibility_fallback,tests/test_final_emission_visibility_fallback.py,test_visibility_fallback_owner_bucket_classifier,owner_bucket,182,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_final_emission_visibility_fallback,tests/test_final_emission_visibility_fallback.py,test_build_visibility_route_metadata_outcome_for_hard_replacement,fallback_owner_bucket,579,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_long_session_summary,tests/test_golden_replay_fallback_long_session_summary.py,test_long_session_summary_preserves_sanitizer_upstream_fast_split_owner_lineage_stability,sanitizer_empty_fallback_owner,92,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_long_session_summary,tests/test_golden_replay_fallback_long_session_summary.py,test_long_session_summary_preserves_sanitizer_upstream_fast_split_owner_lineage_stability,fallback_provenance_trace,109,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_long_session_summary,tests/test_golden_replay_fallback_long_session_summary.py,test_long_session_summary_preserves_opening_family_split_owner_lineage_stability,fallback_temporal_frame,153,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_long_session_summary,tests/test_golden_replay_fallback_long_session_summary.py,test_long_session_summary_preserves_opening_family_split_owner_lineage_stability,fallback_family_used,163,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_long_session_summary,tests/test_golden_replay_fallback_long_session_summary.py,test_long_session_summary_preserves_sealed_family_split_owner_lineage_stability,sealed_fallback_owner_bucket,205,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_long_session_summary,tests/test_golden_replay_fallback_long_session_summary.py,test_long_session_summary_preserves_sealed_family_split_owner_lineage_stability,realization_fallback_family,206,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_opening_projection,tests/test_golden_replay_fallback_opening_projection.py,test_golden_projection_projects_canonical_upstream_prepared_opening_owner_bucket,fallback_temporal_frame,99,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_opening_projection,tests/test_golden_replay_fallback_opening_projection.py,test_golden_projection_prefers_bundle_runtime_lineage_events_and_empty_when_absent,fallback_family_used,121,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_opening_projection,tests/test_golden_replay_fallback_opening_projection.py,test_golden_projection_projects_fail_closed_sealed_gate_opening_owner_bucket,fallback_family_used,165,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_opening_projection,tests/test_golden_replay_fallback_opening_projection.py,test_golden_projection_projects_fail_closed_sealed_gate_opening_owner_bucket,fallback_temporal_frame,191,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_opening_projection,tests/test_golden_replay_fallback_opening_projection.py,test_golden_projection_observed_turn_passes_classifier_contract_for_opening_family_split_owners,fallback_temporal_frame,241,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_opening_projection,tests/test_golden_replay_fallback_opening_projection.py,test_golden_projection_observed_turn_passes_classifier_contract_for_opening_family_split_owners,fallback_family_used,271,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_sanitizer_projection,tests/test_golden_replay_fallback_sanitizer_projection.py,test_golden_projection_projects_strict_social_sanitizer_fallback_owner_split,sanitizer_strict_social_selection_owner,134,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_sanitizer_projection,tests/test_golden_replay_fallback_sanitizer_projection.py,test_golden_projection_projects_strict_social_sanitizer_fallback_owner_split,sanitizer_strict_social_prose_owner,135,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_sanitizer_projection,tests/test_golden_replay_fallback_sanitizer_projection.py,test_golden_projection_projects_sanitizer_empty_split_owner_trifecta,sanitizer_empty_fallback_owner,183,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_sanitizer_projection,tests/test_golden_replay_fallback_sanitizer_projection.py,test_golden_projection_observed_turn_passes_classifier_contract_for_sanitizer_split_owners,sanitizer_strict_social_selection_owner,218,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_sanitizer_projection,tests/test_golden_replay_fallback_sanitizer_projection.py,test_golden_projection_observed_turn_passes_classifier_contract_for_sanitizer_split_owners,sanitizer_strict_social_prose_owner,219,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_sealed_projection,tests/test_golden_replay_fallback_sealed_projection.py,test_golden_projection_projects_sealed_fallback_owner_bucket,sealed_fallback_owner_bucket,87,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_sealed_projection,tests/test_golden_replay_fallback_sealed_projection.py,test_golden_projection_projects_sealed_fallback_owner_bucket,realization_fallback_family,88,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_sealed_projection,tests/test_golden_replay_fallback_sealed_projection.py,test_golden_projection_projects_strict_social_sealed_fallback_owner_bucket,sealed_fallback_owner_bucket,102,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_sealed_projection,tests/test_golden_replay_fallback_sealed_projection.py,test_golden_projection_projects_strict_social_sealed_fallback_owner_bucket,realization_fallback_family,103,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_sealed_projection,tests/test_golden_replay_fallback_sealed_projection.py,test_golden_projection_projects_sealed_family_replacement_split_owner_trifecta,sealed_fallback_owner_bucket,174,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_sealed_projection,tests/test_golden_replay_fallback_sealed_projection.py,test_golden_projection_projects_sealed_family_replacement_split_owner_trifecta,realization_fallback_family,175,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_sealed_projection,tests/test_golden_replay_fallback_sealed_projection.py,test_golden_projection_observed_turn_passes_classifier_contract_for_sealed_family_split_owners,sealed_fallback_owner_bucket,195,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_sealed_projection,tests/test_golden_replay_fallback_sealed_projection.py,test_golden_projection_observed_turn_passes_classifier_contract_for_sealed_family_split_owners,realization_fallback_family,196,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_upstream_fast_projection,tests/test_golden_replay_fallback_upstream_fast_projection.py,test_golden_projection_projects_upstream_fast_split_owner_trifecta,fallback_provenance_trace,88,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_upstream_fast_projection,tests/test_golden_replay_fallback_upstream_fast_projection.py,test_golden_projection_observed_turn_passes_classifier_contract_for_upstream_fast_split_owners,fallback_provenance_trace,112,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_upstream_projection,tests/test_golden_replay_fallback_upstream_projection.py,test_golden_projection_projects_valid_upstream_prepared_emission_telemetry,realization_fallback_family,111,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_upstream_projection,tests/test_golden_replay_fallback_upstream_projection.py,test_golden_projection_projects_rejected_upstream_prepared_emission_telemetry,realization_fallback_family,139,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_upstream_projection,tests/test_golden_replay_fallback_upstream_projection.py,test_golden_projection_drift_classification_preserves_malformed_prepared_emission_reject_reason,realization_fallback_family,209,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_visibility_projection,tests/test_golden_replay_fallback_visibility_projection.py,test_golden_projection_projects_visibility_fallback_evidence,visibility_fallback_owner_bucket,87,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_visibility_projection,tests/test_golden_replay_fallback_visibility_projection.py,test_golden_projection_projects_visibility_fallback_evidence,sealed_fallback_owner_bucket,91,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_visibility_projection,tests/test_golden_replay_fallback_visibility_projection.py,test_golden_projection_projects_visibility_hard_replacement_canonical_owner_buckets,visibility_fallback_owner_bucket,140,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
