"Path","Filename","Category","ProposedDestination","Confidence","Reason"
"docs\audits\BV14_dependency_inventory.md","BV14_dependency_inventory.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV14_hub_analysis.md","BV14_hub_analysis.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV14_projection.md","BV14_projection.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV14_symbol_concentration.md","BV14_symbol_concentration.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV14_usage_classification.md","BV14_usage_classification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV14A_delegate_verification.md","BV14A_delegate_verification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV14A_extraction_report.md","BV14A_extraction_report.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV14A_private_leak_inventory.md","BV14A_private_leak_inventory.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV14B_consumer_migration.md","BV14B_consumer_migration.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV14B_fan_in_report.md","BV14B_fan_in_report.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV14C_hub_reclassification.md","BV14C_hub_reclassification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV14C_import_audit.md","BV14C_import_audit.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV15_authority_analysis.md","BV15_authority_analysis.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV15_candidate_analysis.md","BV15_candidate_analysis.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV15_decomposition_candidates.md","BV15_decomposition_candidates.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV15_dependency_inventory.md","BV15_dependency_inventory.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV15_gate_terminal_boundary.md","BV15_gate_terminal_boundary.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV15_hub_analysis.md","BV15_hub_analysis.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV15_projection.md","BV15_projection.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV15_symbol_concentration.md","BV15_symbol_concentration.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV15_usage_classification.md","BV15_usage_classification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV16_authority_analysis.md","BV16_authority_analysis.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV16_decomposition_candidates.md","BV16_decomposition_candidates.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV16_dependency_inventory.md","BV16_dependency_inventory.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV16_finalize_boundary.md","BV16_finalize_boundary.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV16_hub_analysis.md","BV16_hub_analysis.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV16_projection.md","BV16_projection.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV16_symbol_concentration.md","BV16_symbol_concentration.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV16_usage_classification.md","BV16_usage_classification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV16C_fan_in_report.md","BV16C_fan_in_report.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV16C_monkeypatch_inventory.md","BV16C_monkeypatch_inventory.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV16C_namespace_cleanup.md","BV16C_namespace_cleanup.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV16C_owner_mapping.md","BV16C_owner_mapping.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV17_authority_classification.md","BV17_authority_classification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV17_candidate_rankings.md","BV17_candidate_rankings.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV17_concentration_rankings.md","BV17_concentration_rankings.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV17_hotspot_inventory.md","BV17_hotspot_inventory.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV17_maintenance_economics.md","BV17_maintenance_economics.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV17_retirement_analysis.md","BV17_retirement_analysis.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV17C_authority_transition.md","BV17C_authority_transition.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV17C_closeout.md","BV17C_closeout.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV17C_maintenance_economics.md","BV17C_maintenance_economics.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV17C_optional_work.md","BV17C_optional_work.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV17C_program_metrics.md","BV17C_program_metrics.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV17C_repository_state.md","BV17C_repository_state.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV17C_scorecard.md","BV17C_scorecard.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV1A_bug_fix_commit_inventory.md","BV1A_bug_fix_commit_inventory.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV1A_bug_fix_locality_comparison.md","BV1A_bug_fix_locality_comparison.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV1A_maintenance_hotspots.md","BV1A_maintenance_hotspots.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV1B_fallback_baseline_comparison.md","BV1B_fallback_baseline_comparison.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV1B_fallback_incidence_validation.md","BV1B_fallback_incidence_validation.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV1B_fallback_maintenance_hotspots.md","BV1B_fallback_maintenance_hotspots.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV1B_fallback_migration_analysis.md","BV1B_fallback_migration_analysis.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV1C_hub_migration_analysis.md","BV1C_hub_migration_analysis.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV1C_maintenance_cost_matrix.md","BV1C_maintenance_cost_matrix.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV1C_scorecard_recommendation.md","BV1C_scorecard_recommendation.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV2_meta_access_patterns.md","BV2_meta_access_patterns.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV2_meta_consolidation_candidates.md","BV2_meta_consolidation_candidates.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV2_meta_consolidation_plan.md","BV2_meta_consolidation_plan.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV2_meta_consolidation_verification.md","BV2_meta_consolidation_verification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV2_meta_consumer_classification.md","BV2_meta_consumer_classification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV2_meta_dependency_inventory.md","BV2_meta_dependency_inventory.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV2A_meta_read_extraction.md","BV2A_meta_read_extraction.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV2B_replay_attribution_migration.md","BV2B_replay_attribution_migration.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV2C_fan_in_closeout.md","BV2C_fan_in_closeout.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV2C_remaining_meta_imports.md","BV2C_remaining_meta_imports.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3_fallback_elimination_candidates.md","BV3_fallback_elimination_candidates.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3_fallback_family_map.md","BV3_fallback_family_map.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3_fallback_necessity_analysis.md","BV3_fallback_necessity_analysis.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3_fallback_reduction_plan.md","BV3_fallback_reduction_plan.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3_fallback_reduction_verification.md","BV3_fallback_reduction_verification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3_observe_route_inventory.md","BV3_observe_route_inventory.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3_route_concentration_report.md","BV3_route_concentration_report.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3A_referential_clarity_contract.md","BV3A_referential_clarity_contract.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3A_referential_clarity_inventory.md","BV3A_referential_clarity_inventory.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3B_fallback_incidence_delta.md","BV3B_fallback_incidence_delta.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3B_incidence_effectiveness_report.md","BV3B_incidence_effectiveness_report.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3B_replay_refresh.md","BV3B_replay_refresh.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3C_activation_failure_map.md","BV3C_activation_failure_map.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3C_execution_path_trace.md","BV3C_execution_path_trace.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3C_fixture_vs_replay_analysis.md","BV3C_fixture_vs_replay_analysis.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3C_instrumentation_validation.md","BV3C_instrumentation_validation.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3C_observe_eligibility_audit.md","BV3C_observe_eligibility_audit.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3C_remediation_plan.md","BV3C_remediation_plan.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3C_root_cause.md","BV3C_root_cause.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3D_decision.md","BV3D_decision.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3D_eligibility_inventory.md","BV3D_eligibility_inventory.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3D_fixture_alignment.md","BV3D_fixture_alignment.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3D_measurement_scope.md","BV3D_measurement_scope.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3D_measurement_validation.md","BV3D_measurement_validation.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3D_scan_root_inventory.md","BV3D_scan_root_inventory.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3E_eligibility_candidates.md","BV3E_eligibility_candidates.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3E_eligibility_expansion_report.md","BV3E_eligibility_expansion_report.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3E_multiviolation_inventory.md","BV3E_multiviolation_inventory.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3E_violation_clusters.md","BV3E_violation_clusters.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3F_reduction_classification.md","BV3F_reduction_classification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3F_reduction_validation.md","BV3F_reduction_validation.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV3F_replay_refresh.md","BV3F_replay_refresh.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV4_candidate_recommendation.md","BV4_candidate_recommendation.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV4A_concentration_report.md","BV4A_concentration_report.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV4A_elimination_candidates.md","BV4A_elimination_candidates.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV4A_passive_scene_inventory.md","BV4A_passive_scene_inventory.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV4A_reduction_plan.md","BV4A_reduction_plan.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV4A_trigger_taxonomy.md","BV4A_trigger_taxonomy.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV4A_upstream_satisfier_map.md","BV4A_upstream_satisfier_map.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV4A_verification_projection.md","BV4A_verification_projection.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV4B_concrete_beat_contract.md","BV4B_concrete_beat_contract.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV4B_concrete_beat_report.md","BV4B_concrete_beat_report.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV5_fallback_burden_comparison.md","BV5_fallback_burden_comparison.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV5_follow_on_candidates.md","BV5_follow_on_candidates.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV5_hub_comparison.md","BV5_hub_comparison.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV5_maintenance_cost_matrix.md","BV5_maintenance_cost_matrix.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV5_scorecard_revalidation.md","BV5_scorecard_revalidation.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV6_elimination_feasibility.md","BV6_elimination_feasibility.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV6_failure_classification.md","BV6_failure_classification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV6_recommendation.md","BV6_recommendation.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV6_residual_rc_inventory.md","BV6_residual_rc_inventory.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV6_residual_rc_trace.md","BV6_residual_rc_trace.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV6_roi_analysis.md","BV6_roi_analysis.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV7_assertion_family_map.md","BV7_assertion_family_map.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV7_closeout.md","BV7_closeout.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV7_concentration_report.md","BV7_concentration_report.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV7_decomposition_candidates.md","BV7_decomposition_candidates.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV7_decomposition_plan.md","BV7_decomposition_plan.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV7_smoke_dependency_inventory.md","BV7_smoke_dependency_inventory.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV7_smoke_usage_classification.md","BV7_smoke_usage_classification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV7_verification_projection.md","BV7_verification_projection.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV7A_bridge_extraction.md","BV7A_bridge_extraction.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV7B_consumer_extraction.md","BV7B_consumer_extraction.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV7B_hub_reclassification.md","BV7B_hub_reclassification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV7B_remaining_importers.md","BV7B_remaining_importers.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV7C_hub_rankings.md","BV7C_hub_rankings.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV7C_import_audit.md","BV7C_import_audit.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV7C_import_classification.md","BV7C_import_classification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV8_candidate_analysis.md","BV8_candidate_analysis.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV8_concentration_report.md","BV8_concentration_report.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV8_failure_family_map.md","BV8_failure_family_map.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV8_recurrence_inventory.md","BV8_recurrence_inventory.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV8_recurrence_trace.md","BV8_recurrence_trace.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV8_retirement_candidates.md","BV8_retirement_candidates.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV8_retirement_plan.md","BV8_retirement_plan.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV8_verification_projection.md","BV8_verification_projection.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV8A_before_after.md","BV8A_before_after.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV8A_recurrence_audit.md","BV8A_recurrence_audit.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV8A_retirement_evidence.md","BV8A_retirement_evidence.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV8A_retirement_registry.md","BV8A_retirement_registry.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV9_candidate_rankings.md","BV9_candidate_rankings.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV9_concentration_rankings.md","BV9_concentration_rankings.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV9_fallback_review.md","BV9_fallback_review.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV9_hotspot_inventory.md","BV9_hotspot_inventory.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV9_maintenance_matrix.md","BV9_maintenance_matrix.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
