module,file,kind,responsibility,bj_added,fan_in_total,fan_in_production,fan_in_tests,fan_in_helpers,fan_in_scripts,fan_out_total,fan_out_production,fan_out_tests,fan_out_helpers,fan_out_scripts,importer_files,imported_modules
tests.replay_governance_traceability_contract,tests/replay_governance_traceability_contract.py,test,ownership enforcement,False,2,0,2,0,0,2,0,2,0,0,tests/test_replay_governance_authority.py;tests/test_replay_governance_traceability_contract.py,tests.replay_governance_approval_contract;tests.replay_governance_registry
tests.test_answer_shape_primacy,tests/test_answer_shape_primacy.py,test,supporting contract/test,False,0,0,0,0,0,4,4,0,0,0,,game.final_emission_answer_shape_primacy;game.final_emission_gate;game.final_emission_non_strict_stack;game.final_emission_strict_social_stack
tests.test_anti_reset_emission_guard,tests/test_anti_reset_emission_guard.py,test,supporting contract/test,False,1,0,1,0,0,5,4,0,1,0,tests/test_ownership_registry.py,game.anti_reset_emission_guard;game.defaults;game.final_emission_gate_preflight_strict_social;game.social_exchange_emission;tests.helpers.emission_smoke_assertions
tests.test_api_narration_path_selection,tests/test_api_narration_path_selection.py,test,supporting contract/test,False,0,0,0,0,0,11,9,0,2,0,,game.api;game.api_turn_support;game.defaults;game.final_emission_runtime;game.gm;game.realization_authority;game.realization_provenance;game.storage;game.upstream_response_repairs;tests.helpers.emission_smoke_assertions;tests.helpers.opening_fallback_evidence
tests.test_attribution_completeness_metric,tests/test_attribution_completeness_metric.py,test,semantic replacement attribution,False,0,0,0,0,0,3,0,0,3,0,,tests.helpers.attribution_completeness_metric;tests.helpers.attribution_contract;tests.helpers.replacement_attribution_inventory
tests.test_attribution_contract,tests/test_attribution_contract.py,test,semantic replacement attribution,False,0,0,0,0,0,4,1,0,3,0,,game.final_emission_replay_projection;tests.helpers.attribution_contract;tests.helpers.failure_classifier;tests.helpers.replacement_attribution_inventory
tests.test_attribution_regression_guard,tests/test_attribution_regression_guard.py,test,semantic replacement attribution,False,0,0,0,0,0,2,0,0,2,0,,tests.helpers.attribution_completeness_metric;tests.helpers.attribution_regression_guard
tests.test_block_s_speaker_local_rebind_equivalence,tests/test_block_s_speaker_local_rebind_equivalence.py,test,speaker finalization,False,0,0,0,0,0,8,2,0,6,0,,game.final_emission_gate;game.speaker_contract_enforcement;tests.helpers.block_stu_equivalence_fixtures;tests.helpers.emission_smoke_assertions;tests.helpers.gate_equivalence_monkeypatch;tests.helpers.speaker_gate_order;tests.helpers.speaker_relocation_shadow_harness;tests.helpers.strict_social_harness
tests.test_block_t_speaker_relocation_shadow_equivalence,tests/test_block_t_speaker_relocation_shadow_equivalence.py,test,speaker finalization,False,0,0,0,0,0,8,2,0,6,0,,game.final_emission_gate;game.speaker_contract_enforcement;tests.helpers.block_stu_equivalence_fixtures;tests.helpers.dialogue_social_plan;tests.helpers.gate_equivalence_monkeypatch;tests.helpers.speaker_gate_order;tests.helpers.speaker_relocation_shadow_harness;tests.helpers.strict_social_harness
tests.test_block_u_finalize_stack_divergence,tests/test_block_u_finalize_stack_divergence.py,test,finalization/exit,False,0,0,0,0,0,6,1,0,5,0,,game.final_emission_gate;tests.helpers.block_stu_equivalence_fixtures;tests.helpers.dialogue_social_plan;tests.helpers.emission_smoke_assertions;tests.helpers.post_speaker_finalize_probe;tests.helpers.speaker_relocation_shadow_harness
tests.test_broad_address_social_bid,tests/test_broad_address_social_bid.py,test,supporting contract/test,False,0,0,0,0,0,8,7,0,1,0,,game.campaign_state;game.gm;game.gm_retry;game.interaction_context;game.social;game.social_exchange_emission;game.storage;tests.helpers.emission_smoke_assertions
tests.test_build_messages_projection,tests/test_build_messages_projection.py,test,supporting contract/test,False,0,0,0,0,0,2,2,0,0,0,,game.gm;game.realization_provenance
tests.test_c4_narrative_mode_live_pipeline,tests/test_c4_narrative_mode_live_pipeline.py,test,supporting contract/test,False,0,0,0,0,0,12,9,0,3,0,,game.ctir_runtime;game.defaults;game.final_emission_gate;game.final_emission_strict_social_stack;game.interaction_context;game.narration_plan_bundle;game.narrative_mode_contract;game.narrative_planning;game.prompt_context;tests.helpers.ctir_narration_bundle;tests.helpers.emission_smoke_assertions;tests.helpers.narrative_mode_validator_fixtures
tests.test_contextual_minimal_repair_regressions,tests/test_contextual_minimal_repair_regressions.py,test,supporting contract/test,False,0,0,0,0,0,7,6,0,1,0,,game.final_emission_runtime;game.gm;game.narrative_authority;game.social_exchange_emission;game.storage;game.tone_escalation;tests.helpers.emission_smoke_assertions
tests.test_dialogue_interaction_establishment,tests/test_dialogue_interaction_establishment.py,test,supporting contract/test,False,0,0,0,0,0,4,4,0,0,0,,game.defaults;game.interaction_context;game.social_exchange_emission;game.storage
tests.test_dialogue_plan_final_emission_gate,tests/test_dialogue_plan_final_emission_gate.py,test,supporting contract/test,False,0,0,0,0,0,6,4,0,2,0,,game.defaults;game.dialogue_social_plan;game.interaction_context;game.storage;tests.helpers.dialogue_social_plan;tests.helpers.emission_smoke_assertions
tests.test_dialogue_social_convergence,tests/test_dialogue_social_convergence.py,test,supporting contract/test,False,0,0,0,0,0,9,7,0,2,0,,game.ctir_runtime;game.defaults;game.dialogue_social_plan;game.gm;game.interaction_context;game.prompt_context;game.storage;tests.helpers.ctir_narration_bundle;tests.helpers.emission_smoke_assertions
tests.test_dialogue_social_plan,tests/test_dialogue_social_plan.py,test,supporting contract/test,False,0,0,0,0,0,7,6,0,1,0,,game.ctir_runtime;game.dialogue_social_plan;game.final_emission_gate;game.gm;game.narration_plan_bundle;game.prompt_context;tests.helpers.ctir_narration_bundle
tests.test_dialogue_social_plan_block_x_contract_pins,tests/test_dialogue_social_plan_block_x_contract_pins.py,test,supporting contract/test,False,0,0,0,0,0,2,1,0,1,0,,game.dialogue_social_plan;tests.helpers.dialogue_social_plan
tests.test_dialogue_social_plan_block_y,tests/test_dialogue_social_plan_block_y.py,test,supporting contract/test,False,0,0,0,0,0,2,1,0,1,0,,game.dialogue_social_plan;tests.helpers.dialogue_social_plan
tests.test_dialogue_social_plan_block_z,tests/test_dialogue_social_plan_block_z.py,test,supporting contract/test,False,0,0,0,0,0,2,1,0,1,0,,game.dialogue_social_plan;tests.helpers.dialogue_social_plan
tests.test_diegetic_fallback_block4,tests/test_diegetic_fallback_block4.py,test,fallback selection/projection,False,0,0,0,0,0,6,6,0,0,0,,game.diegetic_fallback_narration;game.final_emission_text;game.gm;game.gm_retry;game.player_facing_narration_purity;game.storage
tests.test_diegetic_fallback_narration,tests/test_diegetic_fallback_narration.py,test,fallback selection/projection,False,0,0,0,0,0,10,7,0,3,0,,game.diegetic_fallback_narration;game.final_emission_gate;game.gm;game.gm_retry;game.realization_authority;game.realization_provenance;game.upstream_response_repairs;tests.helpers.emission_smoke_assertions;tests.helpers.opening_fallback_evidence;tests.helpers.opening_fallback_gate_harness
tests.test_emergency_fallback_registry_static_drift,tests/test_emergency_fallback_registry_static_drift.py,test,fallback selection/projection,False,0,0,0,0,0,1,1,0,0,0,,game.contract_registry
tests.test_failure_classifier,tests/test_failure_classifier.py,test,supporting contract/test,False,0,0,0,0,0,6,1,0,5,0,,game.runtime_lineage_telemetry;tests.helpers.failure_classification_sync;tests.helpers.failure_classifier;tests.helpers.failure_dashboard_report;tests.helpers.golden_replay_projection;tests.helpers.opening_fallback_evidence
tests.test_failure_dashboard_report,tests/test_failure_dashboard_report.py,test,supporting contract/test,False,0,0,0,0,0,7,1,0,6,0,,game.runtime_lineage_telemetry;tests.helpers.failure_classifier;tests.helpers.failure_dashboard_fixtures;tests.helpers.failure_dashboard_report;tests.helpers.golden_replay_api;tests.helpers.replay_bug_recurrence;tests.helpers.replay_observed_row_fixtures
tests.test_fallback_behavior_gate,tests/test_fallback_behavior_gate.py,test,fallback selection/projection,False,0,0,0,0,0,10,8,0,2,0,,game.defaults;game.final_emission_finalize;game.final_emission_gate;game.final_emission_non_strict_stack;game.final_emission_strict_social_stack;game.final_emission_terminal_pipeline;game.interaction_context;game.storage;tests.helpers.emission_smoke_assertions;tests.helpers.fallback_behavior_fixtures
tests.test_fallback_behavior_repairs,tests/test_fallback_behavior_repairs.py,test,fallback selection/projection,False,0,0,0,0,0,5,3,0,2,0,,game.final_emission_runtime;game.gm;game.gm_retry;tests.helpers.emission_smoke_assertions;tests.helpers.fallback_behavior_fixtures
tests.test_fallback_behavior_validator,tests/test_fallback_behavior_validator.py,test,fallback selection/projection,False,0,0,0,0,0,2,1,0,1,0,,game.final_emission_validators;tests.helpers.fallback_behavior_fixtures
tests.test_fallback_continuity_guard,tests/test_fallback_continuity_guard.py,test,fallback selection/projection,False,0,0,0,0,0,3,3,0,0,0,,game.defaults;game.gm;game.gm_retry
tests.test_fallback_incidence_anomalies,tests/test_fallback_incidence_anomalies.py,test,fallback selection/projection,False,0,0,0,0,0,0,0,0,0,0,,
tests.test_fallback_incidence_report,tests/test_fallback_incidence_report.py,test,fallback selection/projection,False,0,0,0,0,0,1,1,0,0,0,,game.runtime_lineage_telemetry
tests.test_fallback_incidence_trends,tests/test_fallback_incidence_trends.py,test,fallback selection/projection,False,0,0,0,0,0,0,0,0,0,0,,
tests.test_fallback_maintenance_economics,tests/test_fallback_maintenance_economics.py,test,fallback selection/projection,False,0,0,0,0,0,0,0,0,0,0,,
tests.test_fallback_overwrite_containment,tests/test_fallback_overwrite_containment.py,test,fallback selection/projection,False,0,0,0,0,0,2,1,0,1,0,,game.fallback_provenance_debug;tests.helpers.emission_smoke_assertions
tests.test_fallback_portfolio_benefit,tests/test_fallback_portfolio_benefit.py,test,fallback selection/projection,False,0,0,0,0,0,0,0,0,0,0,,
tests.test_fallback_projection_coverage_audit,tests/test_fallback_projection_coverage_audit.py,test,fallback selection/projection,False,0,0,0,0,0,0,0,0,0,0,,
tests.test_fallback_projection_gap_reality_audit,tests/test_fallback_projection_gap_reality_audit.py,test,fallback selection/projection,False,0,0,0,0,0,0,0,0,0,0,,
tests.test_fallback_recurrence,tests/test_fallback_recurrence.py,test,fallback selection/projection,False,0,0,0,0,0,0,0,0,0,0,,
tests.test_fallback_remediation_effectiveness,tests/test_fallback_remediation_effectiveness.py,test,fallback selection/projection,False,0,0,0,0,0,0,0,0,0,0,,
tests.test_fallback_remediation_queue,tests/test_fallback_remediation_queue.py,test,fallback selection/projection,False,0,0,0,0,0,0,0,0,0,0,,
tests.test_fallback_risk_scoring,tests/test_fallback_risk_scoring.py,test,fallback selection/projection,False,0,0,0,0,0,0,0,0,0,0,,
tests.test_fallback_roi,tests/test_fallback_roi.py,test,fallback selection/projection,False,0,0,0,0,0,0,0,0,0,0,,
tests.test_fallback_shipped_contract_propagation,tests/test_fallback_shipped_contract_propagation.py,test,fallback selection/projection,False,0,0,0,0,0,8,7,0,1,0,,game.campaign_state;game.context_separation;game.gm;game.gm_retry;game.interaction_context;game.social_exchange_emission;game.storage;tests.helpers.emission_smoke_assertions
tests.test_final_emission_acceptance_quality,tests/test_final_emission_acceptance_quality.py,test,supporting contract/test,False,0,0,0,0,0,6,6,0,0,0,,game.acceptance_quality;game.final_emission_acceptance_quality;game.final_emission_gate;game.final_emission_meta;game.final_emission_terminal_pipeline;game.realization_provenance
tests.test_final_emission_answer_exposition_plan_convergence,tests/test_final_emission_answer_exposition_plan_convergence.py,test,supporting contract/test,False,0,0,0,0,0,2,0,0,2,0,,tests.helpers.emission_smoke_assertions;tests.helpers.repairs_consumer_facade
tests.test_final_emission_boundary_audit,tests/test_final_emission_boundary_audit.py,test,supporting contract/test,False,0,0,0,0,0,0,0,0,0,0,,
tests.test_final_emission_boundary_contract,tests/test_final_emission_boundary_contract.py,test,supporting contract/test,False,0,0,0,0,0,2,2,0,0,0,,game.final_emission_boundary_contract;game.final_emission_repairs
tests.test_final_emission_boundary_convergence,tests/test_final_emission_boundary_convergence.py,test,supporting contract/test,False,0,0,0,0,0,13,10,0,3,0,,game.final_emission_finalize;game.final_emission_meta;game.final_emission_response_type;game.final_emission_strict_social_stack;game.final_emission_terminal_pipeline;game.final_emission_text;game.final_emission_validators;game.output_sanitizer;game.social_exchange_emission;game.upstream_response_repairs;tests.helpers.emission_smoke_assertions;tests.helpers.repairs_consumer_facade;tests.helpers.strict_social_harness
tests.test_final_emission_boundary_no_semantic_repair,tests/test_final_emission_boundary_no_semantic_repair.py,test,supporting contract/test,False,0,0,0,0,0,9,4,0,5,0,,game.final_emission_gate;game.final_emission_terminal_pipeline;game.final_emission_text;game.narrative_authenticity;tests.helpers.boundary_semantic_repair_fixtures;tests.helpers.emission_smoke_assertions;tests.helpers.narrative_mode_validator_fixtures;tests.helpers.objective7_referent_fixtures;tests.helpers.repairs_consumer_facade
tests.test_final_emission_channel_separation,tests/test_final_emission_channel_separation.py,test,supporting contract/test,False,0,0,0,0,0,3,3,0,0,0,,game.final_emission_finalize;game.final_emission_meta;game.state_channels
tests.test_final_emission_debt_retirement,tests/test_final_emission_debt_retirement.py,test,supporting contract/test,False,0,0,0,0,0,1,1,0,0,0,,game.final_emission_contract
tests.test_final_emission_fast_fallback_composition,tests/test_final_emission_fast_fallback_composition.py,test,fallback selection/projection,False,0,0,0,0,0,5,5,0,0,0,,game.defaults;game.final_emission_fast_fallback_composition;game.final_emission_gate;game.final_emission_non_strict_stack;game.final_emission_strict_social_stack
tests.test_final_emission_first_mention_composition,tests/test_final_emission_first_mention_composition.py,test,supporting contract/test,False,0,0,0,0,0,4,4,0,0,0,,game.defaults;game.final_emission_first_mention_composition;game.final_emission_visibility_fallback;game.interaction_context
tests.test_final_emission_gate,tests/test_final_emission_gate.py,test,supporting contract/test,False,1,0,1,0,0,1,0,1,0,0,tests/test_final_emission_gate.py,tests.test_final_emission_gate
tests.test_final_emission_gate_delegator_regression,tests/test_final_emission_gate_delegator_regression.py,test,gate orchestration/preflight,False,0,0,0,0,0,41,36,2,3,0,,game.anti_reset_emission_guard;game.dialogue_social_plan;game.diegetic_fallback_narration;game.fallback_provenance_debug;game.final_emission_acceptance_quality;game.final_emission_answer_shape_primacy;game.final_emission_anti_railroading;game.final_emission_boundary_contract;game.final_emission_context_separation;game.final_emission_fast_fallback_composition;game.final_emission_fem_assembly;game.final_emission_finalize;game.final_emission_gate;game.final_emission_gate_context;game.final_emission_gate_preflight_telemetry;game.final_emission_generic_exit;game.final_emission_meta;game.final_emission_narrative_authority;game.final_emission_narrative_mode_output;game.final_emission_non_strict_stack;game.final_emission_passive_scene_pressure;game.final_emission_player_facing_narration_purity;game.final_emission_repairs;game.final_emission_response_type;game.final_emission_scene_emit_integrity;game.final_emission_scene_state_anchor;game.final_emission_sealed_fallback;game.final_emission_strict_social_stack;game.final_emission_terminal_pipeline;game.final_emission_text;game.final_emission_tone_escalation;game.final_emission_visibility_fallback;game.interaction_continuity;game.social_exchange_emission;game.speaker_contract_enforcement;game.stage_diff_telemetry;tests.helpers.gate_equivalence_monkeypatch;tests.helpers.gate_thin_boundary_locks;tests.helpers.strict_social_harness;tests.test_scene_state_anchoring;tests.test_turn_packet_stage_diff_integration
tests.test_final_emission_gate_diagnostics,tests/test_final_emission_gate_diagnostics.py,test,gate orchestration/preflight,False,0,0,0,0,0,9,6,0,3,0,,game.contract_registry;game.final_emission_gate;game.final_emission_meta;game.final_emission_strict_social_stack;game.realization_authority;game.realization_provenance;tests.helpers.emission_smoke_assertions;tests.helpers.gate_equivalence_monkeypatch;tests.helpers.strict_social_harness
tests.test_final_emission_gate_n4,tests/test_final_emission_gate_n4.py,test,gate orchestration/preflight,False,0,0,0,0,0,8,7,0,1,0,,game.acceptance_quality;game.final_emission_acceptance_quality;game.final_emission_gate;game.final_emission_meta;game.final_emission_terminal_pipeline;game.narrative_mode_contract;game.realization_provenance;tests.helpers.narrative_mode_validator_fixtures
tests.test_final_emission_gate_orchestration_order,tests/test_final_emission_gate_orchestration_order.py,test,gate orchestration/preflight,False,0,0,0,0,0,21,16,0,5,0,,game.context_separation;game.contract_registry;game.defaults;game.final_emission_gate;game.final_emission_meta;game.final_emission_non_strict_stack;game.final_emission_repairs;game.final_emission_response_type;game.final_emission_strict_social_stack;game.final_emission_terminal_pipeline;game.narrative_mode_contract;game.opening_deterministic_fallback;game.realization_authority;game.realization_provenance;game.social_exchange_emission;game.upstream_response_repairs;tests.helpers.emission_smoke_assertions;tests.helpers.gate_equivalence_monkeypatch;tests.helpers.narrative_mode_validator_fixtures;tests.helpers.opening_fallback_evidence;tests.helpers.strict_social_harness
tests.test_final_emission_gate_selector_snapshots,tests/test_final_emission_gate_selector_snapshots.py,test,gate orchestration/preflight,False,0,0,0,0,0,14,11,0,3,0,,game.defaults;game.final_emission_fem_assembly;game.final_emission_gate;game.final_emission_generic_exit;game.final_emission_meta;game.final_emission_sealed_fallback;game.final_emission_strict_social_stack;game.final_emission_terminal_pipeline;game.interaction_context;game.narrative_mode_contract;game.realization_provenance;tests.helpers.narrative_mode_validator_fixtures;tests.helpers.opening_fallback_evidence;tests.helpers.strict_social_harness
tests.test_final_emission_meta,tests/test_final_emission_meta.py,test,supporting contract/test,False,0,0,0,0,0,13,9,0,4,0,,game.final_emission_meta;game.final_emission_opening_fallback;game.final_emission_replay_projection;game.final_emission_sealed_fallback;game.narrative_mode_contract;game.realization_provenance;game.runtime_lineage_telemetry;game.social_exchange_emission;game.upstream_response_repairs;tests.helpers.golden_replay_api;tests.helpers.golden_replay_fixtures;tests.helpers.golden_replay_projection;tests.helpers.opening_fallback_evidence
tests.test_final_emission_narrative_mode_output,tests/test_final_emission_narrative_mode_output.py,test,supporting contract/test,False,0,0,0,0,0,3,3,0,0,0,,game.final_emission_meta;game.final_emission_narrative_mode_output;game.narrative_mode_contract
tests.test_final_emission_opening_fallback,tests/test_final_emission_opening_fallback.py,test,fallback selection/projection,False,0,0,0,0,0,20,17,0,3,0,,game.defaults;game.diegetic_fallback_narration;game.final_emission_gate;game.final_emission_gate_preflight_upstream;game.final_emission_meta;game.final_emission_non_strict_stack;game.final_emission_opening_fallback;game.final_emission_opening_mode;game.final_emission_response_type;game.final_emission_validators;game.final_emission_visibility_fallback;game.interaction_context;game.narrative_mode_contract;game.opening_deterministic_fallback;game.realization_authority;game.realization_provenance;game.upstream_response_repairs;tests.helpers.emission_smoke_assertions;tests.helpers.opening_fallback_evidence;tests.helpers.opening_fallback_gate_harness
tests.test_final_emission_passive_scene_pressure,tests/test_final_emission_passive_scene_pressure.py,test,supporting contract/test,False,0,0,0,0,0,4,4,0,0,0,,game.defaults;game.final_emission_passive_scene_pressure;game.final_emission_visibility_fallback;game.storage
tests.test_final_emission_referential_clarity,tests/test_final_emission_referential_clarity.py,test,supporting contract/test,False,0,0,0,0,0,1,1,0,0,0,,game.final_emission_referential_clarity
tests.test_final_emission_repairs,tests/test_final_emission_repairs.py,test,supporting contract/test,False,0,0,0,0,0,3,2,0,1,0,,game.final_emission_repairs;game.final_emission_validators;tests.helpers.fallback_behavior_fixtures
tests.test_final_emission_response_type,tests/test_final_emission_response_type.py,test,supporting contract/test,False,0,0,0,0,0,4,3,0,1,0,,game.final_emission_gate;game.final_emission_response_type;game.upstream_response_repairs;tests.helpers.emission_smoke_assertions
tests.test_final_emission_scene_emit_integrity,tests/test_final_emission_scene_emit_integrity.py,test,supporting contract/test,False,0,0,0,0,0,2,2,0,0,0,,game.final_emission_scene_emit_integrity;game.final_emission_visibility_fallback
tests.test_final_emission_scene_facts,tests/test_final_emission_scene_facts.py,test,supporting contract/test,False,0,0,0,0,0,3,3,0,0,0,,game.defaults;game.final_emission_scene_facts;game.storage
tests.test_final_emission_scene_integrity,tests/test_final_emission_scene_integrity.py,test,supporting contract/test,False,0,0,0,0,0,1,0,0,1,0,,tests.helpers.emission_smoke_assertions
tests.test_final_emission_scene_state_anchor,tests/test_final_emission_scene_state_anchor.py,test,supporting contract/test,False,0,0,0,0,0,4,4,0,0,0,,game.final_emission_gate;game.final_emission_non_strict_stack;game.final_emission_scene_state_anchor;game.final_emission_strict_social_stack
tests.test_final_emission_sealed_fallback,tests/test_final_emission_sealed_fallback.py,test,fallback selection/projection,False,0,0,0,0,0,11,10,0,1,0,,game.final_emission_gate;game.final_emission_generic_exit;game.final_emission_meta;game.final_emission_passive_scene_pressure;game.final_emission_scene_emit_integrity;game.final_emission_sealed_fallback;game.final_emission_terminal_pipeline;game.final_emission_visibility_fallback;game.realization_provenance;game.social_exchange_emission;tests.helpers.opening_fallback_evidence
tests.test_final_emission_validators,tests/test_final_emission_validators.py,test,supporting contract/test,False,0,0,0,0,0,3,2,0,1,0,,game.final_emission_repairs;game.final_emission_validators;tests.helpers.objective7_referent_fixtures
tests.test_final_emission_visibility,tests/test_final_emission_visibility.py,test,supporting contract/test,False,1,0,1,0,0,12,10,0,2,0,tests/test_referential_clarity_player_coref.py,game.api_turn_support;game.defaults;game.final_emission_finalize;game.final_emission_gate;game.final_emission_meta;game.final_emission_text;game.interaction_context;game.narration_visibility;game.realization_provenance;game.storage;tests.helpers.emission_smoke_assertions;tests.helpers.opening_fallback_evidence
tests.test_final_emission_visibility_fallback,tests/test_final_emission_visibility_fallback.py,test,fallback selection/projection,False,0,0,0,0,0,8,7,0,1,0,,game.exploration;game.final_emission_gate;game.final_emission_meta;game.final_emission_passive_scene_pressure;game.final_emission_terminal_pipeline;game.final_emission_visibility_fallback;game.social_exchange_emission;tests.helpers.opening_fallback_evidence
tests.test_gm_retry,tests/test_gm_retry.py,test,supporting contract/test,False,0,0,0,0,0,8,8,0,0,0,,game.campaign_state;game.gm;game.gm_retry;game.interaction_context;game.realization_authority;game.realization_provenance;game.social_exchange_emission;game.storage
tests.test_golden_replay,tests/test_golden_replay.py,test,replay projection/governance,False,1,0,1,0,0,1,0,1,0,0,tests/test_golden_replay.py,tests.test_golden_replay
tests.test_golden_replay_direct_seam,tests/test_golden_replay_direct_seam.py,test,replay projection/governance,False,0,0,0,0,0,9,1,0,8,0,,game.final_emission_meta;tests.helpers.block_stu_equivalence_fixtures;tests.helpers.dialogue_social_plan;tests.helpers.emission_smoke_assertions;tests.helpers.gate_equivalence_monkeypatch;tests.helpers.golden_replay;tests.helpers.golden_replay_fixtures;tests.helpers.opening_fallback_evidence;tests.helpers.strict_social_harness
tests.test_golden_replay_fallback_projection,tests/test_golden_replay_fallback_projection.py,test,replay projection/governance,False,0,0,0,0,0,5,1,0,4,0,,game.runtime_lineage_telemetry;tests.helpers.golden_replay_api;tests.helpers.golden_replay_fixtures;tests.helpers.golden_replay_projection;tests.helpers.opening_fallback_evidence
tests.test_golden_replay_helper_contracts,tests/test_golden_replay_helper_contracts.py,test,replay projection/governance,False,0,0,0,0,0,1,0,0,1,0,,tests.helpers.golden_replay
tests.test_golden_replay_long_session,tests/test_golden_replay_long_session.py,test,replay projection/governance,False,0,0,0,0,0,6,2,0,4,0,,game.api;game.models;tests.helpers.golden_replay;tests.helpers.golden_replay_fixtures;tests.helpers.golden_replay_profiles;tests.helpers.transcript_runner
tests.test_golden_replay_projection,tests/test_golden_replay_projection.py,test,replay projection/governance,False,0,0,0,0,0,5,0,0,5,0,,tests.helpers.golden_replay_api;tests.helpers.golden_replay_fixtures;tests.helpers.golden_replay_projection;tests.helpers.opening_fallback_evidence;tests.helpers.replay_observed_row_fixtures
tests.test_golden_replay_protected_bridge,tests/test_golden_replay_protected_bridge.py,test,replay projection/governance,False,0,0,0,0,0,3,0,0,3,0,,tests.helpers.failure_dashboard_report;tests.helpers.golden_replay;tests.helpers.replay_observed_row_fixtures
tests.test_golden_replay_scenario_spine,tests/test_golden_replay_scenario_spine.py,test,replay projection/governance,False,0,0,0,0,0,4,2,0,2,0,,game.scenario_spine;game.scenario_spine_eval;tests.helpers.golden_replay;tests.helpers.golden_replay_fixtures
tests.test_golden_replay_structural_invariants,tests/test_golden_replay_structural_invariants.py,test,replay projection/governance,False,0,0,0,0,0,2,0,0,2,0,,tests.helpers.golden_replay;tests.helpers.golden_replay_fixtures
tests.test_human_adjacent_focus,tests/test_human_adjacent_focus.py,test,supporting contract/test,False,0,0,0,0,0,4,4,0,0,0,,game.diegetic_fallback_narration;game.exploration;game.human_adjacent_focus;game.intent_parser
tests.test_interaction_continuity_speaker_bridge,tests/test_interaction_continuity_speaker_bridge.py,test,speaker finalization,False,0,0,0,0,0,1,1,0,0,0,,game.interaction_continuity
tests.test_lead_npc_payoff_and_fallback,tests/test_lead_npc_payoff_and_fallback.py,test,fallback selection/projection,False,0,0,0,0,0,5,4,0,1,0,,game.api;game.exploration;game.leads;game.scene_actions;tests.helpers.emission_smoke_assertions
tests.test_narration_transcript_regressions,tests/test_narration_transcript_regressions.py,test,supporting contract/test,False,1,0,1,0,0,14,11,0,3,0,tests/test_ownership_registry.py,game.defaults;game.final_emission_gate_preflight_strict_social;game.final_emission_terminal_pipeline;game.gm;game.intent_parser;game.interaction_context;game.interaction_routing;game.post_emission_speaker_adoption;game.prompt_context;game.social_exchange_emission;game.storage;tests.helpers.emission_smoke_assertions;tests.helpers.fallback_behavior_fixtures;tests.helpers.turn_pipeline_http_fixtures
tests.test_narrative_authority_rules,tests/test_narrative_authority_rules.py,test,supporting contract/test,False,0,0,0,0,0,7,6,0,1,0,,game.final_emission_narrative_authority;game.final_emission_repairs;game.final_emission_scene_state_anchor;game.final_emission_text;game.narrative_authority;game.social_exchange_emission;tests.helpers.emission_smoke_assertions
tests.test_opening_fallback_owner_bucket,tests/test_opening_fallback_owner_bucket.py,test,fallback selection/projection,False,0,0,0,0,0,3,2,0,1,0,,game.final_emission_meta;game.upstream_response_repairs;tests.helpers.opening_fallback_evidence
tests.test_opening_scene_realization,tests/test_opening_scene_realization.py,test,semantic replacement attribution,False,0,0,0,0,0,3,3,0,0,0,,game.narration_visibility;game.opening_scene_realization;game.opening_visible_fact_selection
tests.test_output_sanitizer,tests/test_output_sanitizer.py,test,supporting contract/test,False,0,0,0,0,0,4,4,0,0,0,,game.defaults;game.interaction_context;game.output_sanitizer;game.social_exchange_emission
tests.test_ownership_registry,tests/test_ownership_registry.py,test,ownership enforcement,False,0,0,0,0,0,54,46,4,4,0,,game.anti_reset_emission_guard;game.dialogue_social_plan;game.diegetic_fallback_narration;game.fallback_provenance_debug;game.final_emission_acceptance_quality;game.final_emission_answer_shape_primacy;game.final_emission_anti_railroading;game.final_emission_boundary_contract;game.final_emission_context_separation;game.final_emission_fast_fallback_composition;game.final_emission_fem_assembly;game.final_emission_finalize;game.final_emission_gate;game.final_emission_gate_context;game.final_emission_gate_preflight_branch_flags;game.final_emission_gate_preflight_defaults;game.final_emission_gate_preflight_interaction;game.final_emission_gate_preflight_pregate_text;game.final_emission_gate_preflight_strict_social;game.final_emission_gate_preflight_telemetry;game.final_emission_gate_preflight_turn_packet;game.final_emission_gate_preflight_upstream;game.final_emission_generic_exit;game.final_emission_meta;game.final_emission_narrative_authority;game.final_emission_narrative_mode_output;game.final_emission_non_strict_stack;game.final_emission_opening_fallback;game.final_emission_passive_scene_pressure;game.final_emission_player_facing_narration_purity;game.final_emission_repairs;game.final_emission_replay_projection;game.final_emission_response_type;game.final_emission_runtime;game.final_emission_scene_emit_integrity;game.final_emission_scene_state_anchor;game.final_emission_sealed_fallback;game.final_emission_strict_social_stack;game.final_emission_terminal_pipeline;game.final_emission_text;game.final_emission_tone_escalation;game.final_emission_visibility_fallback;game.interaction_continuity;game.social_exchange_emission;game.speaker_contract_enforcement;game.stage_diff_telemetry;tests.helpers.gate_equivalence_monkeypatch;tests.helpers.gate_thin_boundary_locks;tests.helpers.golden_replay_projection;tests.helpers.strict_social_harness;tests.test_anti_reset_emission_guard;tests.test_narration_transcript_regressions;tests.test_scene_state_anchoring;tests.test_turn_packet_stage_diff_integration
tests.test_post_emission_speaker_adoption,tests/test_post_emission_speaker_adoption.py,test,speaker finalization,False,0,0,0,0,0,3,3,0,0,0,,game.defaults;game.interaction_context;game.post_emission_speaker_adoption
